day,p09,p16,overnight,intraday,gap_days
2025-05-31,2537.61,2537.4,-0.014294537389149209,-8.275503327936917e-05,1.0
2025-06-01,2484.17,2526.38,-0.020978166627256267,0.01699159075264567,1.0
2025-06-02,2497.69,2532.44,-0.011356169697353535,0.013912855478461994,1.0
2025-06-03,2609.76,2625.16,0.030531819115161785,0.005900925755624842,1.0
2025-06-04,2616.73,2623.72,-0.0032112328391411538,0.00267127292460434,1.0
2025-06-05,2631.66,2528.96,0.0030262375558367527,-0.03902479803622039,1.0
2025-06-06,2475.48,2484.02,-0.02114703277236496,0.0034498359914036936,1.0
2025-06-07,2497.85,2517.31,0.005567588022640679,0.00779070000200166,1.0
2025-06-08,2507.69,2532.56,-0.003821539659398243,0.00991749378910467,1.0
2025-06-09,2545.41,2580.59,0.005073917301070763,0.013820956152447161,1.0
2025-06-10,2765.18,2773.68,0.07153015395704077,0.003073940936937136,1.0
2025-06-11,2805.08,2813.35,0.011320700297078323,0.0029482225105879056,1.0
2025-06-12,2736.9,2695.0,-0.02717400963264427,-0.015309291534217562,1.0
2025-06-13,2542.09,2527.72,-0.05673840445269007,-0.0056528289714370406,1.0
2025-06-14,2536.64,2507.5,0.0035288718687196408,-0.01148763718935275,1.0
2025-06-15,2525.82,2536.79,0.007306081754735905,0.004343144008678301,1.0
2025-06-16,2615.51,2660.53,0.03103134275994468,0.017212704214474517,1.0
2025-06-17,2547.75,2528.36,-0.04239005010279917,-0.007610636836424267,1.0
2025-06-18,2493.97,2492.42,-0.013601702289231077,-0.0006214990557222855,1.0
2025-06-19,2525.5,2504.87,0.013272241436034005,-0.008168679469412021,1.0
2025-06-20,2551.92,2414.85,0.018783409917480842,-0.053712498824414645,1.0
2025-06-21,2435.89,2384.76,0.00871275648591019,-0.020990274601890735,1.0
2025-06-22,2280.1,2183.78,-0.04388701588419808,-0.04224376123854201,1.0
2025-06-23,2266.5,2312.77,0.03787927355319676,0.02041473637767477,1.0
2025-06-24,2414.29,2434.24,0.04389541545419551,0.008263298940889285,1.0
2025-06-25,2428.89,2432.79,-0.0021978112265018668,0.0016056717265910958,1.0
2025-06-26,2440.02,2435.87,0.002971896464553092,-0.001700805731100652,1.0
2025-06-27,2429.97,2412.67,-0.00242213254401924,-0.0071194294579767226,1.0
2025-06-28,2426.09,2433.22,0.005562302345534231,0.002938885202115271,1.0
2025-06-29,2454.84,2437.96,0.008885345344851858,-0.00687621189161014,1.0
2025-06-30,2460.03,2515.71,0.009052650576711674,0.022633870318654603,1.0
2025-07-01,2437.35,2402.87,-0.031148264307094276,-0.014146511580199861,1.0
2025-07-02,2438.5,2604.73,0.014828101395414794,0.06816895632561004,1.0
2025-07-03,2589.07,2586.02,-0.006012139453993259,-0.0011780291764997841,1.0
2025-07-04,2548.12,2482.58,-0.014655725787116936,-0.025720923661366024,1.0
2025-07-05,2518.27,2505.74,0.014376173174681206,-0.004975638037224006,1.0
2025-07-06,2520.26,2541.06,0.005794695379409021,0.008253116741923305,1.0
2025-07-07,2548.92,2543.97,0.0030931973270997837,-0.0019419989642672775,1.0
2025-07-08,2583.07,2610.61,0.015369678101549988,0.010661731970097676,1.0
2025-07-09,2660.01,2765.01,0.018922780499576852,0.03947353581377522,1.0
2025-07-10,2778.74,2816.21,0.004965623994126478,0.01348452895916874,1.0
2025-07-11,2986.39,3007.6,0.060428732232326476,0.007102220406577819,1.0
2025-07-12,2943.31,2941.18,-0.021375847852108,-0.0007236750461215857,1.0
2025-07-13,2986.06,2989.45,0.015259181688981993,0.0011352752456412762,1.0
2025-07-14,3050.94,3000.33,0.020569000986803587,-0.01658833015398542,1.0
2025-07-15,3000.29,3040.88,-1.3331866827948069e-05,0.01352869222641817,1.0
2025-07-22,3701.55,3670.14,0.21726276604140904,-0.008485634396401598,7.0
2025-07-23,3640.25,3587.75,-0.008144103494689525,-0.014422086395165179,1.0
2025-07-24,3642.65,3732.79,0.015302069542192154,0.02474572083510629,1.0
2025-07-25,3704.45,3641.14,-0.007592176361381209,-0.017090256313352814,1.0
2025-07-26,3741.98,3750.5,0.027694623112541672,0.0022768694648287457,1.0
2025-07-27,3825.99,3828.32,0.02012798293560847,0.0006089927051562416,1.0
2025-07-28,3871.02,3797.36,0.011153717557570886,-0.019028576447551293,1.0
2025-07-29,3852.81,3765.89,0.014602249984199567,-0.022560157391618096,1.0
2025-07-30,3774.24,3760.68,0.002217271348871064,-0.003592776294035316,1.0
2025-07-31,3835.0,3737.72,0.01976238339874703,-0.025366362451108238,1.0
2025-08-01,3663.28,3518.4,-0.019915884549939422,-0.0395492564040969,1.0
2025-08-02,3509.02,3383.2,-0.0026659845384265912,-0.035856164969136683,1.0
2025-08-03,3489.66,3496.74,0.031467249940884345,0.002028850948229799,1.0
2025-08-04,3570.17,3669.73,0.020999559589789385,0.027886627247442064,1.0
2025-08-05,3628.43,3571.66,-0.011254233962716631,-0.015645885410494387,1.0
2025-08-06,3584.01,3683.65,0.0034577759361194005,0.027801261715229453,1.0
2025-08-07,3849.68,3867.6,0.045072143118917385,0.004654932358014285,1.0
2025-08-11,4184.1,4259.39,0.08183369531492413,0.01799431179943123,4.0
2025-08-12,4407.27,4516.97,0.03471858646425896,0.024890691970312684,1.0
2025-08-13,4685.91,4738.99,0.03740117822345512,0.011327575646992827,1.0
2025-08-14,4567.33,4537.63,-0.03622290825682262,-0.006502705081524618,1.0
2025-08-15,4628.37,4383.45,0.01999722322005093,-0.0529171176893809,1.0
2025-08-16,4410.1,4418.53,0.006079686092005376,0.0019115212806963822,1.0
2025-08-17,4541.68,4459.56,0.027871260351293392,-0.018081414806855545,1.0
2025-08-18,4343.3,4355.09,-0.02606983648611083,0.0027145258213800982,1.0
2025-08-19,4305.68,4142.0,-0.011345345331554513,-0.03801490124672535,1.0
2025-08-20,4204.64,4346.65,0.015123128923225648,0.0337745918794472,1.0
2025-08-21,4249.57,4224.1,-0.02233444146641661,-0.005993547582461178,1.0
2025-08-22,4244.92,4833.0,0.004928860585686756,0.13853735759448949,1.0
2025-08-23,4715.04,4758.66,-0.024407200496585957,0.009251247073195579,1.0
2025-08-25,4647.49,4420.34,-0.023361618606918766,-0.04887584481085483,2.0
2025-08-26,4497.24,4596.7,0.01739685182587758,0.022115786571319296,1.0
2025-08-27,4614.66,4565.7,0.003907150782082702,-0.010609665717517647,1.0
2025-08-28,4599.87,4438.46,0.007484065970168929,-0.03509012211214657,1.0
